loss_0
0.786672
0.66463
0.538333
0.374605
0.384053
0.397849
0.323466
0.294602
0.380884
0.189784
0.24845
0.247752
0.230552
0.324446
0.121627
0.335817
0.198346
0.174534
0.111125
0.14561
0.180922
0.0947534
0.0944597
0.0683471
0.134056
0.123849
0.110266
0.140422
0.107796
0.149618
0.125555
0.128675
0.0685333
0.173263
0.0629545
0.127428
0.0569211
0.134662
0.149223
0.0739136
0.126757
0.0656592
0.068538
0.101449
0.0617159
0.0485254
0.0381027
0.0435459
0.155781
0.0121738
0.0594171
0.0108919
0.0943708
0.0595873
0.140227
0.0731466
0.074016
0.0101298
0.00750427
0.0507456
0.0578573
0.0124345
0.0854916
0.00739976
0.0209634
0.0679227
0.0275011
0.111997
0.135442
0.0313705
0.0457275
0.0331844
0.0730029
0.0363608
0.020941
0.0563147
0.0274622
0.0530577
0.00865506
0.0322867
0.0161557
0.00374095
0.0126525
0.000798263
0.00354587
0.0149157
0.000900183
0.000202016
0.000835507
0.000368092
0.0121984
0.000407694
0.000953707
0.000222076
0.000360017
0.00114462
0.000338219
0.000229998
0.000154966
0.00014961
3.90866e-05
0.000340903
0.000136203
0.000851305
0.00294268
0.00213639
8.72071e-05
0.00105137
0.000928101
5.37749e-05
0.000169184
0.000222172
0.000380354
0.000145968
0.000118918
3.47644e-05
0.000994312
0.000124602
0.00025261
0.000344752
0.00106365
9.03789e-05
0.000108334
0.000292883
0.000138107
0.000109849
0.000171913
0.000494106
0.000190574
8.98185e-05
5.56591e-05
6.03958e-05
0.000124988
0.000249997
0.000653622
0.000291625
0.000104286
7.88651e-05
5.50059e-05
0.000111272
3.99841e-05
6.16531e-05
9.71042e-05
2.08907e-05
2.98483e-05
5.7572e-05
8.07081e-05
5.59989e-05
0.000419518
0.000113318
0.00141695
0.000183483
0.000207346
0.000314485
9.74299e-05
4.54231e-05
0.000651636
2.70596e-05
4.42652e-05
0.000104312
0.000894078
0.000280079
0.0081308
0.000207256
