loss_0_bn
0.775093
0.559614
0.416999
0.509722
0.30735
0.250605
0.331963
0.275564
0.257169
0.152038
0.229639
0.200058
0.281596
0.198107
0.160053
0.176844
0.194762
0.213478
0.158842
0.113087
0.104604
0.103361
0.0801561
0.105062
0.0702564
0.123775
0.147089
0.174183
0.098315
0.0511856
0.0739967
0.0557123
0.0840261
0.0896405
0.0559581
0.066879
0.0289199
0.0334483
0.0313377
0.0396489
0.0603097
0.0643203
0.139608
0.0170609
0.0295012
0.0594927
0.0508095
0.0587479
0.0345479
0.0850679
0.0287082
0.0673216
0.0741397
0.0125732
0.0691624
0.112196
0.0326782
0.0567913
0.0510571
0.00502883
0.0106801
0.0706396
0.0684264
0.0332412
0.0171108
0.0125876
0.0760871
0.00803715
0.0363631
0.100537
0.0397631
0.00401724
0.0316694
0.00884786
0.0117442
0.0484604
0.053926
0.0727432
0.0333498
0.0157711
0.00305871
0.0121252
0.00189705
0.00709928
0.00115189
0.0022171
0.00101807
0.000606453
0.000270998
0.00220354
0.000464903
0.00208456
0.000167227
0.00278304
0.000208016
0.000224487
0.000517693
0.000329758
0.00054569
0.000176872
0.000203356
0.000813664
0.000289526
0.00323651
0.000268594
0.000763615
0.00129721
0.00724108
0.000316781
0.00028137
0.000135534
0.000325032
0.000489821
7.41934e-05
0.000172159
0.000378063
0.000329629
0.0011083
0.000156774
0.000773615
0.000238601
0.000118608
0.000108052
0.000217244
0.000105689
0.000193107
0.000468519
0.00304545
0.000161009
0.0086887
0.000297929
0.000212568
0.000161534
6.21333e-05
0.0234271
0.000100926
0.000116483
0.00121165
0.00102112
0.000389367
6.28532e-05
0.00078151
0.000179486
0.0022393
0.000111938
0.00139868
0.000119254
0.000101343
0.000113601
6.51411e-05
0.000101174
0.000320229
0.000241833
0.000284979
0.000187856
0.000199411
0.000125547
0.00579569
8.54346e-05
0.000316011
0.000363692
8.12718e-05
0.000115493
6.67594e-05
