loss_20
5.41846
5.07352
4.86204
4.67998
4.41271
4.11016
3.91896
3.64172
3.46929
3.38012
3.19386
2.99355
2.8892
2.77829
2.5996
2.43653
2.23484
2.12178
1.95036
1.90055
1.76256
1.49616
1.42652
1.32505
1.18282
1.04008
0.952824
0.74875
1.01525
0.725683
0.56873
1.06695
0.839453
0.67098
0.457264
0.385123
0.323419
0.259619
0.229453
0.195372
0.178762
0.164559
0.146288
0.127937
0.126362
0.121652
0.114177
0.0921514
0.10401
0.0846116
0.0946886
0.0860283
0.0799454
0.0696464
0.0597665
0.08191
0.0435359
0.0644015
0.0428776
0.0500447
0.0444917
0.0407077
0.0460307
0.0445396
0.0343472
0.0384792
0.0368244
0.0409715
0.0390623
0.0368844
0.0316516
0.0228547
0.0326271
0.0428184
0.0321253
0.0317515
0.0260861
0.0241867
0.0317046
0.0265523
0.0230114
0.0226286
0.0234138
0.022977
0.0238185
0.0235024
0.0186779
0.0195783
0.0156965
0.0132294
0.0191987
0.0199158
0.0114235
0.0143804
0.0132621
0.0162202
0.0149852
0.018923
0.0148028
0.0138959
