loss_30
5.54961
5.49745
5.38876
5.32111
5.23569
5.15837
5.10009
5.05788
5.00859
4.9774
4.88575
4.85935
4.78698
4.78797
4.67978
4.62296
4.51388
4.50391
4.32161
4.19903
3.9857
3.82681
3.67703
3.48462
3.30031
3.15022
2.9726
2.78619
2.59396
2.44225
2.35693
2.20483
2.02326
1.86148
1.75968
1.67588
1.54847
1.42044
1.3289
1.23289
1.11838
1.02139
0.867099
0.798045
0.749482
0.628152
0.560745
0.552614
0.4993
0.462282
0.3937
0.329829
0.311946
0.275466
0.262505
0.280309
0.21188
0.17431
0.179968
0.18834
0.139901
0.129425
0.143957
0.138057
0.125707
0.114402
0.111862
0.109207
0.099284
0.0898135
0.091201
0.065038
0.0710289
0.0776264
0.0634274
0.0639603
0.0605177
0.0659685
0.0473624
0.0528455
0.0585537
0.047759
0.0502368
0.0371208
0.0437651
0.0385512
0.038837
0.0389507
0.0329841
0.0283815
0.0336951
0.0295675
0.0258432
0.0306581
0.0248269
0.0273096
0.0285505
0.0179978
0.0191362
0.0257657
