acc_20
0.0125
0.0375
0.0640625
0.0703125
0.08828125
0.12734375
0.1328125
0.1359375
0.15625
0.17421875
0.1875
0.18203125
0.19453125
0.22890625
0.2578125
0.2953125
0.32109375
0.359375
0.371875
0.42265625
0.4625
0.51171875
0.5359375
0.60703125
0.6359375
0.671875
0.75546875
0.78359375
0.71484375
0.79609375
0.8453125
0.7
0.7484375
0.81875
0.88046875
0.89296875
0.89921875
0.9203125
0.93671875
0.94296875
0.959375
0.95703125
0.96953125
0.96796875
0.9765625
0.9734375
0.971875
0.9796875
0.9828125
0.9859375
0.978125
0.98359375
0.984375
0.98828125
0.98984375
0.98671875
0.9890625
0.990625
0.9921875
0.990625
0.98984375
0.9890625
0.99375
0.990625
0.99296875
0.99140625
0.99140625
0.9921875
0.99296875
0.9921875
0.99296875
0.990625
0.99375
0.9921875
0.99453125
0.9921875
0.99609375
0.99375
0.99375
0.9984375
0.99609375
0.99609375
0.99765625
0.996875
0.99765625
0.990625
0.9953125
0.996875
0.9984375
0.996875
0.996875
0.99765625
0.99609375
0.996875
0.99609375
0.99765625
0.9984375
0.99765625
0.99609375
0.99453125
